department,region,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,kpis_met_>80%,awards_won?,avg_training_score,is_promoted,education_bachelors,education_below_secondary,education_masters_&_above
2,2,1,1,2,38,5.0,7,0,0,58,0,1,1,0
6,17,0,3,1,48,4.0,16,0,0,65,0,1,1,0
2,13,1,1,1,53,4.0,10,0,0,58,0,1,1,0
2,2,0,1,1,36,4.0,3,0,0,53,0,1,1,0
2,7,1,1,1,37,5.0,3,1,0,54,0,1,1,1
9,2,1,3,1,52,5.0,21,0,0,66,0,1,1,1
1,2,1,3,1,24,4.0,2,1,0,50,0,1,1,0
2,31,1,1,1,30,5.0,5,1,0,62,0,1,1,0
2,15,0,3,2,48,3.0,20,1,0,59,0,1,1,1
1,23,1,3,2,28,3.0,2,0,0,45,0,1,1,0
1,31,1,3,1,31,3.0,6,0,0,50,0,1,1,0
2,4,0,1,1,43,3.0,14,0,0,60,0,1,1,0
2,30,1,1,1,31,5.0,4,0,0,60,0,1,1,0
4,15,1,3,2,31,2.0,3,0,0,88,0,1,1,0
4,23,1,3,1,40,5.0,6,1,0,86,0,1,1,1
1,7,1,1,2,35,1.0,4,0,0,47,0,1,1,1
4,22,1,3,1,32,5.0,2,1,0,86,0,1,1,0
1,11,1,1,1,38,1.0,9,0,0,51,0,1,1,0
2,15,1,3,1,36,2.0,10,0,0,61,0,1,1,0
6,7,0,3,2,26,3.0,2,0,0,64,0,1,1,0
5,22,1,3,1,35,5.0,5,0,0,82,0,1,1,0
1,25,1,3,1,43,3.0,7,0,0,53,0,1,1,1
3,1,1,1,1,32,4.0,7,1,0,76,0,1,1,1
1,13,1,3,3,42,1.0,9,0,0,53,0,1,1,0
1,2,1,3,1,29,1.0,1,0,0,54,0,1,1,0
3,20,0,1,3,36,5.0,12,1,0,79,0,1,1,1
6,7,1,1,1,35,4.0,3,0,0,68,0,1,1,1
4,4,1,3,2,33,5.0,6,1,0,82,0,1,1,1
6,13,0,3,1,32,3.0,4,0,0,67,0,1,1,1
4,16,1,3,1,32,1.0,6,0,0,83,0,1,1,0
1,33,1,3,1,36,3.0,5,0,0,53,0,1,1,0
1,24,1,3,2,30,3.0,9,0,0,54,0,1,1,0
2,3,1,3,1,27,5.0,6,1,0,59,0,1,1,0
1,16,1,3,1,48,5.0,20,0,0,51,0,1,1,0
1,22,0,3,1,28,5.0,2,1,0,54,0,1,1,0
2,23,0,3,1,32,4.0,4,1,0,61,0,1,1,1
3,7,0,1,2,27,3.0,4,1,0,81,0,1,1,0
3,25,1,3,1,27,5.0,4,1,0,82,0,1,1,0
2,26,1,3,1,30,5.0,2,1,0,58,0,1,1,0
4,28,1,3,1,34,4.0,8,0,0,83,0,1,1,1
6,22,1,3,1,31,4.0,4,1,0,75,0,1,1,0
2,8,1,3,1,33,4.0,7,0,0,59,0,1,1,0
3,13,0,3,1,51,4.0,5,1,0,77,0,1,1,0
8,10,1,1,1,29,5.0,3,0,0,47,0,1,1,0
2,19,1,3,1,34,3.0,3,0,0,60,0,1,1,0
7,2,1,1,1,40,2.0,6,0,0,61,0,1,1,0
1,11,0,3,1,28,3.0,4,0,0,50,0,1,1,0
2,22,1,2,1,31,1.0,5,1,0,60,0,1,1,0
4,7,1,3,1,32,5.0,6,0,0,83,0,1,1,1
2,7,1,3,1,27,3.0,2,0,0,64,0,0,1,0
3,31,1,3,1,32,1.0,5,0,0,82,0,1,1,1
1,2,1,3,1,38,5.0,7,1,0,47,0,1,1,0
8,16,1,1,1,22,5.0,2,1,0,48,0,0,1,0
6,26,1,1,1,28,4.0,2,0,0,68,0,1,1,0
2,25,0,3,1,29,4.0,9,0,0,57,0,1,1,0
2,15,1,3,1,30,3.0,8,1,0,57,0,1,1,1
1,22,0,3,1,31,4.0,5,1,0,52,0,1,1,0
1,9,1,1,1,27,1.0,1,0,0,48,0,1,1,1
2,32,1,3,2,28,3.0,5,0,0,56,0,1,1,0
6,2,0,3,1,30,2.0,6,1,0,70,0,1,1,0
6,22,0,1,3,36,3.0,4,0,0,67,0,1,1,1
1,28,1,3,1,36,2.0,4,0,0,48,0,1,1,0
3,13,1,3,1,45,3.0,16,0,0,80,0,1,1,0
1,16,1,1,3,35,3.0,5,0,0,54,0,1,1,0
2,19,1,1,1,46,4.0,2,0,0,64,0,1,1,1
4,8,1,1,1,29,1.0,1,1,0,89,0,1,1,0
5,22,1,3,1,30,4.0,5,0,0,81,0,1,1,0
2,19,0,3,1,37,5.0,10,1,0,65,0,1,1,0
3,2,0,3,1,59,2.0,5,1,0,82,0,1,1,1
8,15,1,1,1,44,3.0,14,1,0,46,0,1,1,0
2,2,1,1,1,31,4.0,5,1,0,57,0,1,1,0
4,32,1,3,2,27,1.0,1,0,0,81,0,1,1,0
7,8,1,3,1,27,5.0,4,0,0,61,0,1,1,0
1,22,1,3,1,34,5.0,9,0,0,44,0,1,1,0
1,7,1,3,1,38,5.0,4,0,0,50,0,1,1,0
1,4,1,3,1,40,5.0,11,1,0,54,0,1,1,0
1,26,0,1,2,29,4.0,5,0,0,52,0,1,1,0
2,26,0,3,1,39,3.0,14,0,0,54,0,1,1,0
2,2,0,3,1,53,5.0,21,0,0,59,0,1,1,1
2,34,1,1,1,29,2.0,6,0,0,60,0,1,1,0
4,22,1,3,2,27,5.0,3,1,0,87,0,1,1,0
6,31,1,1,1,30,4.0,7,1,0,66,0,1,1,0
2,22,1,1,1,51,3.0,3,0,0,60,0,1,1,1
1,2,0,3,1,39,5.0,6,1,0,49,0,1,1,1
6,20,1,1,7,38,5.0,10,1,0,72,0,1,1,1
1,26,0,3,1,28,3.0,3,1,0,51,0,1,1,0
2,8,0,3,1,31,5.0,3,0,0,59,0,1,1,0
3,11,0,3,1,32,3.0,3,0,0,72,0,1,1,1
2,19,1,3,1,48,5.0,15,1,0,62,0,1,1,1
1,26,1,3,2,39,3.0,4,0,0,49,0,1,1,1
1,15,1,1,1,30,1.0,7,0,0,48,0,1,1,0
3,7,1,1,2,29,3.0,6,1,0,82,0,1,1,0
4,28,1,1,1,28,4.0,4,0,0,82,0,1,1,0
7,22,1,1,1,23,5.0,2,0,0,57,0,1,1,0
3,13,0,3,1,29,2.0,5,0,0,78,0,1,1,0
2,12,1,1,1,30,5.0,2,0,0,61,0,1,1,0
3,15,1,1,2,34,4.0,9,1,0,84,0,1,1,0
1,16,1,1,1,24,1.0,1,1,0,48,0,1,1,0
5,7,1,3,1,39,4.0,5,0,0,88,0,1,1,0
6,2,1,3,1,57,3.0,16,0,0,70,0,1,1,1
6,2,1,1,5,54,3.0,8,0,0,69,0,1,1,1
1,28,1,1,1,35,3.0,10,0,0,47,0,1,1,0
1,2,0,1,1,56,3.0,5,1,0,44,0,1,1,0
3,2,1,1,1,29,4.0,3,0,0,79,0,1,1,0
6,2,0,3,2,27,2.0,2,1,0,67,0,1,1,0
2,15,0,1,1,35,5.0,7,1,0,62,0,1,1,0
4,11,1,3,1,34,4.0,7,0,0,82,0,1,1,1
2,23,1,1,1,30,5.0,4,0,0,57,0,1,1,0
8,7,0,1,1,36,3.0,3,0,0,50,0,1,1,0
2,8,0,3,1,35,4.0,7,1,0,62,0,1,1,0
6,16,0,3,1,25,5.0,3,1,0,71,0,1,1,0
7,7,1,3,1,31,3.0,9,0,0,57,0,1,1,1
1,2,0,3,1,41,3.0,7,0,0,52,0,1,1,0
4,2,1,3,1,45,5.0,17,1,0,81,0,1,1,0
2,32,1,3,1,27,2.0,4,0,0,59,0,1,1,0
2,2,1,1,1,39,4.0,8,0,0,62,0,1,1,1
1,2,1,3,1,35,3.0,8,1,0,54,0,1,1,0
1,22,1,3,4,33,1.0,4,0,0,49,0,1,1,0
1,22,0,3,1,31,5.0,7,0,0,47,0,1,1,0
1,7,1,1,1,28,1.0,1,1,0,49,0,1,1,0
1,12,1,3,1,34,1.0,4,0,0,48,0,1,1,0
8,2,0,1,1,35,5.0,5,1,0,50,0,1,1,0
2,6,0,1,1,27,5.0,2,1,0,61,0,1,1,0
2,7,0,1,1,39,3.0,12,0,0,55,0,1,1,1
2,27,0,3,1,39,3.0,11,1,0,58,0,1,1,0
3,5,1,1,1,43,2.0,2,0,0,73,0,1,1,0
4,31,1,1,2,31,3.0,5,0,0,79,0,1,1,0
5,7,0,1,1,32,3.0,5,1,0,82,0,1,1,0
2,11,1,1,1,39,3.0,3,0,0,63,0,1,1,0
2,6,0,3,1,27,1.0,1,1,0,63,0,1,1,0
6,31,1,3,1,41,3.0,15,0,0,72,0,1,1,0
4,22,1,3,1,26,1.0,1,0,0,82,0,1,1,0
1,7,1,1,1,46,5.0,2,1,0,47,0,1,1,0
2,2,0,3,2,28,3.0,6,0,0,62,0,1,1,0
6,13,0,3,1,27,4.0,4,1,0,66,0,1,1,0
6,17,0,1,1,31,4.0,8,0,0,71,0,1,1,0
1,14,1,1,1,31,4.0,6,0,0,50,0,1,1,0
1,22,1,1,1,28,4.0,5,1,0,48,0,1,1,0
3,2,1,1,1,25,4.0,2,0,0,82,0,1,1,0
8,2,1,3,1,22,1.0,1,1,0,53,0,0,1,0
2,2,1,2,1,35,3.0,8,0,0,59,0,1,1,0
6,2,1,3,1,47,4.0,6,0,0,68,0,1,1,0
3,6,0,1,1,29,1.0,1,0,0,77,0,1,1,0
6,2,0,3,1,52,5.0,19,1,0,67,0,1,1,0
7,14,1,3,1,32,5.0,2,1,0,58,0,1,1,0
7,31,1,3,1,38,4.0,4,0,0,62,0,1,1,0
4,28,1,3,2,35,3.0,4,1,0,84,0,1,1,0
7,2,0,3,2,30,1.0,1,0,0,58,0,1,1,0
1,30,0,3,1,29,1.0,1,0,0,54,0,1,1,0
2,16,0,1,1,28,4.0,5,1,0,56,0,1,1,0
3,22,1,2,3,28,3.0,3,0,0,80,0,1,1,0
4,4,1,3,1,28,3.0,5,0,0,87,0,1,1,0
1,2,1,1,1,37,5.0,11,1,0,51,0,1,1,0
1,30,1,1,1,44,3.0,11,0,0,47,0,1,1,1
1,5,1,3,2,30,1.0,2,1,0,47,0,1,1,1
6,26,1,3,1,32,1.0,4,0,0,74,0,1,1,0
1,2,1,1,1,29,1.0,1,0,0,47,0,1,1,0
1,22,1,2,1,27,1.0,5,1,0,50,0,1,1,0
2,7,1,1,1,34,3.0,2,0,0,61,0,1,1,0
2,2,1,1,1,39,3.0,2,1,0,60,0,1,1,1
4,28,1,3,1,32,5.0,4,1,0,82,0,1,1,0
1,1,1,1,1,36,3.0,7,0,0,52,0,1,1,0
6,12,1,3,1,26,5.0,2,0,0,68,0,1,1,0
9,2,1,1,1,38,3.0,10,0,0,61,0,1,1,0
1,7,1,3,2,30,1.0,4,0,0,50,0,1,1,0
6,2,0,1,1,40,5.0,4,1,0,68,0,1,1,0
1,22,1,3,1,25,2.0,3,0,0,54,0,1,1,0
4,32,1,1,1,39,3.0,8,1,0,83,0,1,1,0
1,26,1,3,1,23,1.0,1,0,0,51,0,1,1,0
6,7,0,2,1,33,5.0,8,1,0,71,0,1,1,0
2,28,1,3,1,29,3.0,4,0,0,61,0,1,1,0
1,16,1,3,1,30,3.0,4,1,0,52,0,1,1,0
1,2,1,3,1,27,5.0,2,1,0,49,0,1,1,0
7,2,1,1,1,39,3.0,4,0,0,61,0,1,1,0
4,22,1,3,3,28,5.0,3,0,0,84,0,1,1,0
6,28,1,3,2,27,3.0,2,1,1,66,0,1,1,0
2,5,1,1,1,31,1.0,1,1,0,65,0,1,1,0
2,6,0,3,1,34,5.0,5,1,0,58,0,1,1,0
2,15,1,1,1,42,4.0,5,1,0,58,0,1,1,0
2,2,0,3,1,55,2.0,13,0,0,60,0,1,1,1
2,7,0,1,1,28,5.0,3,0,0,61,0,1,1,0
2,29,1,3,1,40,5.0,9,1,0,61,0,1,1,0
6,27,1,1,3,30,3.0,6,0,0,69,0,1,1,0
2,19,1,3,2,33,2.0,4,0,0,57,0,1,1,0
6,20,1,3,1,32,3.0,5,0,0,76,0,1,1,0
2,15,1,3,1,44,3.0,4,0,0,61,0,1,1,0
6,2,1,3,1,45,4.0,15,0,0,71,0,1,1,0
3,7,1,3,1,28,1.0,1,1,0,76,0,1,1,0
6,15,0,3,4,32,3.0,8,0,0,70,0,1,1,1
2,14,1,3,1,39,5.0,7,1,0,63,0,1,1,0
8,25,0,3,1,28,1.0,3,0,0,51,0,1,1,0
4,7,1,1,1,43,5.0,12,0,0,86,0,1,1,1
3,7,1,1,2,30,5.0,3,1,0,81,0,1,1,0
1,22,1,3,2,34,1.0,7,0,0,50,0,1,1,1
7,22,1,1,4,24,1.0,1,0,0,60,0,1,1,0
3,27,1,3,1,37,4.0,5,0,0,77,0,1,1,1
1,8,1,3,1,32,3.0,7,0,0,49,0,1,1,1
1,2,0,3,1,47,1.0,16,0,0,44,0,1,1,0
1,13,1,2,1,30,5.0,5,0,0,50,0,1,1,0
1,7,1,3,2,23,1.0,1,0,0,48,0,1,1,0
6,19,0,1,1,37,3.0,7,0,0,68,0,1,1,0
1,7,0,1,1,44,2.0,14,0,0,48,0,1,1,1
2,4,1,3,1,48,5.0,7,1,0,59,0,1,1,1
7,31,1,3,4,37,3.0,10,0,0,57,0,1,1,0
3,23,0,3,2,29,3.0,2,0,0,81,0,1,1,0
4,28,1,3,1,36,4.0,6,0,0,85,0,1,1,0
1,16,1,1,2,35,1.0,4,0,0,55,0,1,1,0
3,24,0,3,1,27,3.0,3,0,0,79,0,1,1,0
6,7,0,3,1,33,3.0,4,0,0,68,0,1,1,1
1,27,0,3,1,30,1.0,5,0,0,51,0,1,1,0
6,2,1,3,1,25,2.0,2,0,0,68,0,1,1,0
3,13,1,3,2,35,5.0,7,1,0,78,0,1,1,0
2,22,1,1,1,39,3.0,3,1,0,56,0,1,1,0
2,30,0,1,1,35,4.0,5,1,0,58,0,1,1,0
6,24,1,3,1,30,4.0,7,1,0,71,0,1,1,0
5,29,1,1,1,30,1.0,1,0,0,83,0,1,1,0
2,26,1,3,1,40,4.0,3,1,0,61,0,1,1,1
8,22,1,1,1,25,1.0,3,0,0,52,0,1,1,0
2,7,1,3,1,27,1.0,4,0,0,60,0,1,1,0
6,2,0,1,2,46,3.0,18,0,0,71,0,1,1,0
2,2,1,1,1,60,3.0,5,1,0,58,0,1,1,1
6,10,1,3,1,38,1.0,10,0,0,68,0,1,1,1
2,27,0,1,1,36,5.0,7,1,0,53,0,1,1,1
2,32,1,3,1,28,3.0,3,0,0,58,0,1,1,0
4,15,1,1,1,31,1.0,2,0,0,84,0,1,1,0
6,15,1,3,1,37,4.0,4,0,0,63,0,1,1,1
3,22,1,1,3,27,3.0,2,1,0,81,0,1,1,0
2,22,1,3,1,24,3.0,2,0,0,59,0,1,1,0
1,24,1,1,1,39,3.0,7,0,0,46,0,1,1,0
1,13,1,1,1,42,1.0,6,0,0,50,0,1,1,1
8,2,1,1,1,50,2.0,6,1,0,44,0,1,1,1
6,2,0,3,1,47,5.0,5,1,0,69,0,1,1,0
1,2,0,3,2,26,4.0,3,0,0,50,0,1,1,0
4,26,1,3,1,27,1.0,1,0,0,85,0,1,1,0
2,6,1,1,2,29,1.0,4,0,0,62,0,1,1,0
1,32,0,3,1,29,1.0,1,0,0,46,0,1,1,0
1,34,1,1,1,28,3.0,6,0,0,49,0,1,1,0
1,2,0,3,1,50,5.0,8,0,0,57,0,1,1,0
2,16,0,1,1,44,3.0,17,0,0,61,0,1,1,0
9,7,1,3,1,39,3.0,5,1,0,58,0,1,1,1
5,22,1,3,3,30,5.0,3,1,0,77,0,1,1,0
3,7,1,2,1,29,3.0,2,1,0,81,0,1,1,0
3,2,0,3,1,37,4.0,3,0,0,71,0,1,1,0
2,22,1,3,1,35,3.0,5,1,0,60,0,1,1,1
4,29,1,3,2,34,3.0,7,1,0,84,0,1,1,1
1,7,1,1,1,34,5.0,3,0,0,54,0,1,1,1
1,15,1,3,2,29,1.0,1,0,0,43,0,1,1,0
1,13,1,3,1,37,5.0,8,0,0,48,0,1,1,1
1,2,0,3,1,34,5.0,4,1,0,47,0,1,1,0
4,7,1,1,2,36,3.0,3,0,0,81,0,1,1,0
3,2,1,1,1,34,4.0,5,0,0,77,0,1,1,0
8,22,1,3,1,22,1.0,1,1,0,47,0,0,1,0
7,29,1,3,1,36,1.0,10,0,0,57,0,1,1,0
4,32,1,3,1,32,3.0,4,0,0,88,0,1,1,0
3,7,1,3,1,48,2.0,16,0,0,83,0,1,1,1
4,22,1,1,3,29,1.0,1,0,0,83,0,1,1,0
3,11,0,1,1,30,1.0,1,0,0,80,0,1,1,0
3,25,0,1,1,33,3.0,7,0,0,77,0,1,1,1
2,4,1,3,1,47,5.0,15,0,0,65,0,1,1,1
6,7,0,1,1,33,4.0,2,1,0,70,0,1,1,1
6,2,0,1,4,59,3.0,13,0,0,74,0,1,1,1
2,27,1,3,1,31,4.0,4,0,0,59,0,1,1,0
2,2,1,3,1,58,4.0,26,1,0,60,0,1,1,1
1,13,1,3,1,31,2.0,6,0,0,49,0,1,1,0
6,15,1,3,1,40,3.0,7,0,0,70,0,1,1,1
6,22,1,1,3,27,3.0,3,0,0,65,0,1,1,0
2,4,0,1,1,40,3.0,10,0,0,62,0,1,1,0
7,28,1,1,2,27,1.0,1,0,0,58,0,1,1,0
1,15,1,3,1,36,4.0,4,1,0,51,0,1,1,0
7,27,0,1,1,27,4.0,6,1,0,58,0,1,1,0
2,13,1,3,1,29,1.0,1,0,0,62,0,1,1,0
1,15,1,1,1,33,4.0,2,0,0,47,0,1,1,0
1,15,1,3,1,42,3.0,6,0,0,53,0,1,1,1
4,27,1,1,1,26,4.0,3,0,0,85,0,1,1,0
8,26,1,1,1,34,1.0,5,0,0,46,0,1,1,0
1,15,1,1,2,31,1.0,1,0,0,48,0,1,1,0
7,30,0,1,1,28,5.0,4,1,0,62,0,1,1,0
1,24,1,3,1,33,5.0,3,1,0,48,0,1,1,0
1,27,1,1,4,28,1.0,1,0,0,49,0,1,1,0
2,13,0,1,1,33,5.0,5,1,0,58,0,1,1,0
2,6,0,1,1,38,3.0,4,0,0,60,0,1,1,0
4,15,1,1,2,31,5.0,5,0,0,82,0,1,1,0
1,13,1,1,1,52,5.0,7,0,0,44,0,1,1,0
2,21,1,3,1,35,3.0,3,1,0,61,0,1,1,1
3,2,0,1,1,24,4.0,2,0,0,81,0,1,1,0
7,25,1,3,1,30,3.0,6,0,0,59,0,1,1,0
1,14,0,3,1,30,3.0,5,0,0,50,0,1,1,0
2,15,1,3,1,36,3.0,5,0,0,62,0,1,1,1
1,2,1,2,1,24,4.0,2,0,0,50,0,1,1,0
3,23,1,1,2,28,5.0,4,0,0,78,0,1,1,0
8,22,0,1,1,28,5.0,3,0,0,46,0,1,1,0
2,23,1,1,1,34,3.0,2,1,0,57,0,1,1,1
1,2,1,1,2,37,1.0,7,0,0,43,0,1,1,0
1,6,0,1,1,28,1.0,1,0,0,53,0,1,1,0
7,7,1,3,1,38,4.0,7,1,0,54,0,1,1,1
1,9,1,3,1,31,1.0,4,0,0,57,0,1,1,1
6,22,1,1,6,28,3.0,6,0,0,75,0,1,1,0
1,10,1,1,1,32,4.0,4,0,0,48,0,1,1,0
3,5,1,3,1,29,5.0,4,0,0,79,0,1,1,0
6,20,1,3,4,26,3.0,4,0,0,69,0,1,1,0
1,13,1,3,1,29,1.0,4,0,0,49,0,1,1,0
1,10,1,3,1,25,3.0,2,0,0,49,0,1,1,0
2,1,1,3,1,27,1.0,1,1,0,63,0,1,1,0
2,31,1,3,1,27,4.0,3,0,0,60,0,1,1,0
1,11,1,1,1,46,3.0,2,1,1,45,0,1,1,1
3,22,1,3,1,34,2.0,9,0,0,76,0,1,1,0
6,23,0,1,3,30,3.0,8,0,0,69,0,1,1,0
3,22,1,2,2,28,4.0,3,1,0,75,0,1,1,0
4,2,1,3,1,50,1.0,7,0,1,79,0,1,1,1
6,7,1,1,1,43,4.0,7,0,0,69,0,1,1,1
1,22,1,3,1,48,1.0,14,0,0,48,0,1,1,0
8,15,1,1,1,40,3.0,7,0,0,53,0,1,1,0
4,7,1,1,1,43,3.0,7,1,0,84,0,1,1,0
2,27,1,1,1,29,4.0,6,1,0,60,0,1,1,0
2,14,1,3,1,33,4.0,4,0,0,59,0,1,1,1
3,15,1,3,1,43,3.0,11,0,0,86,0,1,1,0
1,2,1,2,1,37,1.0,5,0,0,50,0,1,1,0
1,23,1,3,1,34,4.0,10,0,0,47,0,1,1,0
2,22,0,1,2,36,3.0,3,1,0,58,0,1,1,0
3,2,0,3,3,55,3.0,3,1,0,81,0,1,1,0
2,27,1,1,1,41,3.0,6,0,0,63,0,1,1,1
3,2,0,1,2,32,3.0,5,1,0,82,0,1,1,0
2,30,1,1,1,30,4.0,4,0,0,62,0,1,1,0
7,2,1,3,2,53,3.0,4,0,0,61,0,1,1,0
7,22,1,1,1,29,4.0,2,0,0,58,0,1,1,0
1,32,1,3,1,39,2.0,9,0,0,47,0,1,1,0
3,13,0,1,1,31,3.0,5,0,0,84,0,1,1,1
2,7,1,1,1,28,3.0,2,0,0,53,0,1,1,0
1,2,1,1,1,25,1.0,1,1,0,51,0,1,1,0
4,20,1,3,1,34,5.0,3,1,0,87,0,1,1,1
1,11,1,1,1,33,5.0,4,0,0,48,0,1,1,0
4,9,1,3,1,28,3.0,2,0,0,86,0,1,1,0
1,15,1,3,1,24,3.0,2,0,0,48,0,1,1,0
4,15,1,3,1,27,3.0,2,1,0,86,0,1,1,0
3,17,1,3,5,28,3.0,4,0,0,80,0,1,1,0
2,22,1,3,1,34,5.0,7,1,0,55,0,1,1,1
2,7,0,3,1,28,1.0,1,0,0,56,0,1,1,0
1,21,0,3,1,34,1.0,7,0,0,52,0,1,1,0
4,2,1,3,1,46,4.0,2,1,0,83,0,1,1,0
8,22,1,3,1,38,4.0,8,0,0,49,0,1,1,1
4,14,1,3,1,41,1.0,11,0,0,89,0,1,1,0
1,6,1,1,1,49,3.0,20,0,0,51,0,1,1,0
3,2,0,3,1,38,4.0,13,0,0,79,0,1,1,1
4,22,1,3,3,34,5.0,4,0,0,86,0,1,1,1
2,22,0,1,1,54,3.0,19,0,0,60,0,1,1,1
6,26,1,1,1,28,3.0,3,0,0,73,0,1,1,0
6,14,1,3,2,31,3.0,4,0,0,72,0,1,1,0
1,27,1,1,1,42,1.0,4,0,0,48,0,1,1,0
7,2,0,1,1,37,4.0,10,0,0,60,0,1,1,0
2,4,1,1,1,37,5.0,10,1,0,60,0,1,1,1
1,30,1,1,1,24,5.0,2,1,0,47,0,1,1,0
6,19,1,3,1,50,4.0,7,1,0,74,0,1,1,0
3,26,1,3,1,31,1.0,5,0,0,77,0,1,1,0
8,15,1,3,1,33,3.0,10,0,0,53,0,1,1,0
4,22,1,3,1,34,4.0,9,0,0,86,0,1,1,1
1,3,1,3,1,33,3.0,9,0,0,52,0,1,1,1
6,20,1,1,1,43,3.0,3,1,0,71,0,1,1,1
2,2,0,1,1,45,3.0,11,1,0,63,0,1,1,0
2,2,1,3,2,26,1.0,1,0,0,61,0,0,1,0
7,2,0,3,1,26,3.0,1,0,0,53,0,1,1,0
1,29,1,3,1,28,1.0,1,0,0,49,0,1,1,0
4,32,1,3,1,30,5.0,7,1,0,85,0,1,1,0
1,33,1,3,2,30,2.0,4,0,0,41,0,1,1,0
4,22,1,1,1,23,1.0,1,0,0,86,0,1,1,0
3,2,1,1,1,23,1.0,1,0,0,76,0,0,1,0
1,22,0,3,1,28,1.0,4,0,0,50,0,1,1,0
2,22,1,1,1,42,2.0,15,0,0,61,0,1,1,1
6,13,0,3,1,49,5.0,15,0,0,72,0,1,1,1
2,16,0,3,1,27,1.0,1,1,0,60,0,1,1,0
8,2,1,3,1,37,3.0,3,1,0,44,0,1,1,1
3,33,1,3,2,53,3.0,13,0,0,82,0,1,1,0
1,16,1,3,1,46,3.0,14,0,0,52,0,1,1,1
2,8,1,3,1,28,3.0,4,1,0,55,0,1,1,0
2,17,1,3,1,26,1.0,1,0,0,59,0,1,1,0
4,2,1,3,1,52,5.0,3,0,0,89,0,1,1,1
1,2,1,3,1,32,1.0,7,0,1,48,0,1,1,0
1,2,1,2,1,34,3.0,8,1,0,47,0,1,1,0
1,28,1,1,2,34,1.0,4,0,0,50,0,1,1,0
6,2,1,3,2,28,3.0,4,0,0,69,0,1,1,0
4,21,1,1,1,39,5.0,10,1,0,91,0,1,1,0
3,7,1,3,1,32,5.0,6,1,0,80,0,1,1,0
8,22,0,1,1,30,1.0,1,1,1,48,0,1,1,0
4,22,1,1,3,38,5.0,9,1,0,88,0,1,1,1
1,26,1,3,1,42,4.0,7,0,0,52,0,1,1,0
7,2,1,1,2,53,3.0,14,0,0,64,0,1,1,1
1,15,1,1,1,31,4.0,7,0,0,52,0,1,1,0
1,32,0,1,2,32,2.0,6,0,0,49,0,1,1,0
1,11,1,3,1,40,4.0,10,0,0,51,0,1,1,1
1,3,1,3,3,27,3.0,2,1,0,50,0,1,1,0
8,2,0,3,1,27,3.0,5,0,0,50,0,1,1,0
7,2,0,1,1,31,3.0,3,0,0,58,0,1,1,0
1,7,1,3,1,20,3.0,2,0,0,47,0,1,1,0
1,7,1,1,1,40,4.0,11,0,0,46,0,1,1,0
5,22,1,3,2,27,5.0,2,1,0,84,0,1,1,0
2,11,1,1,1,39,3.0,7,1,0,61,0,1,1,1
1,16,0,1,1,38,4.0,10,1,0,48,0,1,1,0
6,31,1,3,1,37,2.0,2,0,0,71,0,1,1,1
3,15,0,1,1,38,2.0,9,0,0,78,0,1,1,1
6,4,1,3,1,38,5.0,7,1,0,70,0,1,1,0
9,2,1,3,1,50,3.0,14,0,0,59,0,1,1,0
1,22,1,1,3,39,1.0,9,0,0,48,0,1,1,1
2,7,1,3,1,36,5.0,10,0,0,63,0,1,1,0
1,19,1,3,1,31,1.0,4,0,0,49,0,1,1,0
1,24,1,1,1,32,1.0,3,1,0,50,0,1,1,0
1,13,1,3,1,51,4.0,2,0,1,53,0,1,1,0
6,2,0,3,1,36,4.0,8,0,0,74,0,1,1,1
8,31,1,1,1,29,5.0,6,1,0,50,0,1,1,0
1,25,1,1,3,25,5.0,3,1,0,49,0,1,1,0
4,22,1,3,1,36,5.0,11,1,0,87,0,1,1,1
1,20,1,3,1,30,3.0,3,0,0,52,0,1,1,0
6,4,1,3,1,47,3.0,4,0,0,66,0,1,1,1
2,12,1,3,1,30,4.0,4,0,0,57,0,1,1,0
1,26,1,3,1,48,2.0,8,0,0,48,0,1,1,0
2,32,0,1,1,33,3.0,8,1,0,60,0,1,1,0
4,2,1,3,1,33,5.0,4,1,0,87,0,1,1,1
3,16,0,3,1,37,3.0,7,0,0,78,0,1,1,0
2,31,0,1,1,33,4.0,6,0,0,63,0,1,1,0
5,7,1,3,1,34,3.0,7,0,0,85,0,1,1,1
8,22,1,1,1,23,3.0,2,0,0,49,0,1,1,0
1,2,1,1,1,38,1.0,4,0,0,49,0,1,1,0
1,16,1,3,1,49,3.0,3,0,0,49,0,1,1,1
3,22,0,3,1,38,4.0,7,0,0,76,0,1,1,1
2,16,0,3,1,38,3.0,7,0,0,58,0,1,1,0
7,20,1,1,1,29,5.0,7,1,0,66,0,1,1,0
2,23,0,3,1,39,3.0,10,0,0,60,0,1,1,1
1,4,1,1,1,28,3.0,4,0,0,49,0,1,1,0
2,22,0,3,1,28,1.0,4,0,0,58,0,1,1,0
4,22,1,2,3,30,5.0,2,1,0,85,0,1,1,0
1,23,1,1,1,37,2.0,9,0,0,48,0,1,1,0
1,11,1,3,1,37,5.0,2,0,0,46,0,1,1,0
2,2,0,1,1,47,3.0,17,0,0,56,0,1,1,0
6,2,0,3,2,29,5.0,4,1,0,66,0,1,1,0
3,13,1,3,1,32,1.0,7,0,0,81,0,1,1,1
4,22,1,2,1,27,1.0,1,0,0,88,0,1,1,0
